timestamp,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20,Ch21,Ch22,Ch23,Ch24,Ch25,Ch26,Ch27,Ch28,Ch29,Ch30,Ch31,Ch32,Ch33,Ch34,Ch35,Ch36,Ch37,Ch38,Ch39,Ch40,Ch41,Ch42,Ch43,Ch44,Ch45,Ch46,Ch47,Ch48,Ch49,Ch50,Ch51,Ch52,Ch53,Ch54,Ch55,Ch56,Ch57,Ch58,Ch59,Ch60,Ch61,Ch62,Ch63,Ch64,Ch65,Ch66,Ch67,Ch68,Ch69,Ch70,Ch71,Ch72,Ch73,Ch74,Ch75,Ch76,Ch77,Ch78,Ch79,Ch80,Ch81,Ch82,Ch83,Ch84,Ch85,Ch86,Ch87,Ch88,Ch89,Ch90,Ch91,Ch92,Ch93,Ch94,Ch95,Ch96,Ch97,Ch98,Ch99,Ch100,Ch101,Ch102,Ch103,Ch104,Ch105,Ch106,Ch107,Ch108,Ch109,Ch110,Ch111,Ch112,Ch113,Ch114,Ch115,Ch116,Ch117,Ch118,Ch119,Ch120,Ch121,Ch122,Ch123,Ch124,Ch125,Ch126
1.2939225000009174,0,3,0,0,6,6,0,0,0,3,10,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,16,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,3,26,6,33,40,56,50,33,30,20,0,0,0,0,10,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.835030199999892,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,6,3,3,36,50,46,33,33,43,26,0,0,0,0,3,16,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.376072499999282,0,0,0,0,3,3,13,0,0,0,0,10,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,6,0,0,0,0,0,0,0,0,0,6,0,3,0,3,20,3,6,0,3,53,33,43,50,46,30,0,0,0,0,0,0,23,16,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.917799499999091,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,10,3,0,0,0,0,0,0,0,0,6,3,0,6,0,3,20,3,0,56,40,60,40,33,33,23,0,0,0,0,0,0,16,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.459966300000815,0,0,0,10,3,0,0,0,10,3,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,16,13,0,0,0,0,0,0,0,0,3,3,0,20,0,0,3,0,26,13,60,20,40,60,50,43,0,0,0,0,0,0,0,13,20,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.000971199999185,0,3,0,0,0,0,0,0,3,10,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,20,0,0,0,0,0,0,0,0,0,6,3,3,20,3,0,0,6,26,40,56,53,40,30,20,0,0,0,0,0,0,0,10,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.542754300000524,0,0,0,0,0,10,3,3,0,3,6,0,0,0,0,3,0,0,0,0,6,0,3,0,0,0,0,0,0,0,6,3,6,0,0,0,0,0,0,0,3,0,10,13,23,0,0,0,0,0,0,0,0,0,10,10,6,3,26,6,3,16,56,43,40,43,40,50,3,0,0,0,0,0,0,0,10,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.08490299999903,0,0,0,0,3,0,13,0,0,3,3,10,0,0,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,16,30,23,20,0,0,0,6,13,3,0,0,0,10,0,0,0,33,20,30,26,36,76,50,23,13,26,0,0,0,0,0,0,0,16,26,16,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.625745800000004,0,0,0,0,0,3,0,10,0,0,0,0,10,0,0,3,0,10,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,16,10,0,0,0,0,0,0,0,0,3,0,0,0,3,0,30,13,50,26,36,53,36,60,6,0,0,0,0,0,0,0,10,30,23,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0
24.167790699997568,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,3,3,6,3,0,0,0,0,0,0,0,0,16,20,16,10,0,0,0,0,0,6,10,3,3,0,13,0,10,30,40,40,36,36,46,40,6,6,0,3,0,0,0,0,0,0,23,16,16,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
